label,g__Turicibacter,g__Parabacteroides,g__[Ruminococcus],g__Sutterella,f__Peptostreptococcaceae_g__,g__Ruminococcus,g__Veillonella,g__Bacteroides,g__Eggerthella,g__Faecalibacterium,g__Coprococcus,f__Lachnospiraceae_g__,g__Neisseria,g__Haemophilus,g__Blautia,f__Enterobacteriaceae_g__,g__Klebsiella,g__Dorea,g__Dialister,g__Anaerostipes,g__Phascolarctobacterium,g__Staphylococcus,g__Actinomyces,f__Gemellaceae_g__,g__Akkermansia,g__Oscillospira,o__Lactobacillales_g__,g__Adlercreutzia,g__Odoribacter,f__Clostridiaceae_g__,g__Prevotella,g__Roseburia,g__Lachnospira,o__Clostridiales_g__,g__Granulicatella,f__Erysipelotrichaceae_g__,f__Ruminococcaceae_g__,g__Clostridium,g__Streptococcus,g__Aggregatibacter,g__Fusobacterium,g__Conchiformibius,g__Bifidobacterium,g__Collinsella,g__Holdemania,g__[Eubacterium],f__Rikenellaceae_g__,g__Bilophila
s618_no,1,3740,542,921,125,121,20,15746,1,1489,249,1273,18,17,524,242,29,211,1286,122,12,2,13,10,12,83,26,2,290,41,4,714,1,1398,3,389,1152,1,32,2,15,1,64,7,77,19,2735,617
s619_CD,1,1464,1248,631,1,32,5,15197,1,4776,6,2079,12,10,76,4671,2,78,31,1,2,7,9,4,1408,656,1,1,159,1,2,1,1,816,3,1,215,1,27,2,1347,139,2,24,30,31,138,450
s620_no,1,718,492,556,21,45,14,4745,1,3375,1840,958,12,16,138,430,40,198,1,1,8,2,2,13,38,38,1,9,2,1,1688,225,7,301,4,270,511,1,17,2,16,1,197,151,5,4,34,328
s621_no,10,4692,203,32,72,1784,17,16067,4,3838,130,2269,2,102,240,46,2,30,40,47,2,2,7,1,158,750,1,3,8,43,3,1078,61,1052,16,161,1080,55,26,25,15,1,5,1,35,17,1313,1
s622_CD,1,4216,1270,16,4,10,112,43230,8,1566,52,4511,2,35,134,15074,3,85,2191,2,1,1,1,1,8,860,1,1,1,5,2,3,2,84,1,130,676,2,11,3,155,1,1,1,3,45,263,4
s623_CD,1,955,2190,6818,288,137,26,25362,8,6298,126,2118,1,514,89,131,3,402,649,1,1,25,1,1,1705,179,2,1,26,110,6,28,24,245,8,652,728,1,59,27,211,2,11,30,79,2701,733,397
s624_CD,1,220,349,3624,3,10,5,9576,1,1209,54,1032,1,496,78,1661,1,638,761,2,1,4,1,27,1,81,1,1,6,10,78,2,1,38,1,59,110,1,14,25,676,1,2,6,1,1,119,263
s625_CD,1,6150,464,2071,69,87,263,26459,4,6562,6,3633,1,16,576,43,1,330,1,1,480,1,1,6,1,146,17,1,252,10,3,3,234,4852,1,183,1037,1,25,2,1,1,52,1,166,130,3167,2
s626_no,1,6,2134,1865,1,15,1,22658,9,506,64,4683,1,1,359,23,1,203,2,1,1,1,1,1,46,32,1,1,87,1,1,102,2,336,1,2509,126,1,1,1,76,4,2,1,22,10,595,175
s627_no,1,775,1162,3,7,38,11,18315,3,9,2,5338,1,10,197,5539,1,282,90,1,1,1,1,1,1,153,1,1,24,2,2,2,1,1812,1,919,224,1,1,12,197,4,1,1,134,83,125,1
s628_no,1,1048,925,2983,4,119,7,28000,8,6001,909,6682,1,362,269,242,1,267,7,1,1712,1,5,2,3,239,1,15,62,1,6566,1964,145,3800,3,621,1186,3,68,15,26,2,616,1,12,28,228,490
s629_no,1,655,242,1445,51,1036,3,20205,5,3368,610,2991,1,17,487,12,1,346,1,2,462,1,1,1,3,571,1,1,410,7,5,1061,15,2185,1,144,1948,2,11,1,3,1,29,10,4,1,1232,2
s630_CD,1,37,7587,8311,2,4982,12,73608,1,97,322,10830,2,36,11319,208,3,20,2462,1,1,1,1,2,68578,4645,10,117,1,4,6,75,34,9192,98,467,3518,2,510,14,27,1,11730,1,2,157,9,10
s631_no,6,1256,70,1304,38,661,2,14513,3,4589,110,1169,1,30,55,71,1,62,2,98,513,3,1,1,13030,561,1,120,177,12,1,1169,36,1760,1,127,2249,48,8,2,4,1,147,2,31,8,2163,429
s632_no,1,152,297,85,83,28,12,10671,4,3935,38,1232,1,13,172,938,1,42,1,1,21,1,2,1,9,36,3,1,2,26,2,139,7,1160,1,669,456,1,8,11,3,1,1,1,8,20,3,30
s633_CD,12,331,140,306,78,160,7,3666,1,1647,39,459,1,61,174,793,1,26,366,8,1,41,4,1,31,172,1,8,215,14,1,400,79,280,1,8,564,4,16,11,1,1,41,15,5,1,1312,99
s634_CD,1,3,309,3,24,21,26,3611,1,1,9,274,1,7,77,1426,1,159,4,1,1,1,1,4,1,7,10,1,1,403,1,8,1,7,3,814,3,1,18,2,4,1,16,1,1,221,3,1
s635_CD,42,794,1119,73,523,87,1,8502,33,4087,414,1764,1,2,822,11,1,474,2241,38,2,1,2,1,1,180,1,470,1,144,1,1128,107,702,3,1149,2225,79,22,1,1,1,406,1,13,90,1722,273
s636_CD,1,2233,209,94,73,308,1,6706,64,2924,262,1166,1,52,447,1,1,38,3,43,1,1,2,1,3,226,2,101,1,14,2,412,415,1219,2,191,971,258,350,1,1,1,184,216,15,26,1,1
s637_CD,2,236,961,1117,214,287,1,5406,1,999,369,1332,1,23,1690,113,1,178,13,21,433,1,1,1,1660,313,1,63,117,33,1,471,169,644,1,820,3135,144,37,1,3,1,89,140,14,67,917,182
s638_CD,1,490,445,16,1,2,47,27749,29,8250,10,396,1,100,1,516,1,3,1,1,68,1,35,1,1,509,1,1,179,1,1,3,1,92,39,160,125,1,180,3,163,1,1,90,1,1,3,1
s639_no,1,303,1129,369,2,1,12,8760,70,6269,26,1215,1,48,407,20,1,285,34,1,39,1,1,1,1,1,1,1,1,1,1,13,1,728,1,266,326,1,73,2,3,1,1,1,54,42,1,124
s640_no,1,10461,2142,69,693,16,32,82166,1,84635,1565,12224,1,457,1679,2536,2,199,7,1,1321,49,1,79,8,1485,3,1,106,321,8,1261,56,5412,1,1538,5047,1,44,7,68,1,3,115,136,32,166,6
s641_CD,1,7546,3298,6849,135,75,620,53982,160,44491,23,3929,53,1229,291,2560,4,829,854,1,1,1,9,2,9,2,3,1,2,11,4,149,3,1174,1,2996,2895,2,2,57,858,19,1,1,664,155,50,1085
s642_CD,1,4180,2423,7568,3,69,75,43543,2,42587,3,2394,1,87,6,2322,4,3239,4,1,10,2,1,2,7,144,4,1,1,22,4,38,5,19,1,478,384,120,27,51,297,1,20,2,1,5,6,11
s643_CD,1,1601,1075,2158,232,144,38,25775,13,1,165,3496,1,68,505,1372,1,216,4058,1,1,1,5,3,1,562,1,1,229,24,2,23,1,4689,2,1168,1234,1,34,17,3,1,1,1,386,207,1,632
s644_CD,1,28,4,11,1,2,42,9566,1,30,3,21,1,4307,4,14,5637,4,3,1,2,1,5,3,1,1,1,1,3,1,3,2,1,6,7,2,14,1,46,1,470,1,6,1,1,1,1,2
s645_CD,1,298,1363,2066,1,20,5,12457,5,3240,86,1013,1,109,182,2908,1,70,804,2,2,1,1,9,3,359,1,1,1,1,4,214,1,239,1,193,383,2,14,478,39,3,30,90,5,1,882,130
s646_no,5,4623,499,7194,116,1778,4,26234,1,13128,659,2142,1,71,1311,513,1,475,5125,195,1,2,1,4,1,450,1,4,508,15,3,3696,95,4249,14,1044,9840,22,110,2,8,1,5172,279,44,1,5655,273
s647_CD,1,259,436,317,1,3,2,5780,1,2837,30,1038,1,1,238,3230,2,9,3,1,94,27,1,2,3,200,12,1,1,2,4,3,1,863,1,233,482,1,18,8,22,1,1,6,1,16,35,150
s648_CD,1,330,1823,209,142,7,11,41671,1,4245,237,3535,1,2260,232,15,1,202,3,1,39,1,1,2,2,34,2,1,10,52,12,663,101,476,1,1855,1116,3,21,39,2,1,39,1,6,6,32,16
s649_CD,1,884,677,1457,10,371,9,3615,7,590,85,509,8,9,31,16423,68,175,20,1,2,11,2,4,3,34,66,1,294,3,1,2,1,237,207,112,353,25,15,20,1,1,91,59,13,17,654,2
s650_no,1,118,698,940,4,33,15,13424,1,11412,196,2542,8,3,67,63,6,249,7,1,33,1,3,4,4,21,5,1,6,5,155,211,1,398,2,848,644,4,18,1,4,1,74,213,20,43,36,251
s651_no,1,70,196,6,1,1,8,8525,1,2122,57,279,7,165,12,270,31,491,1,2,3,29,2,5,3,20,2,1,1,1,2,19,1,108,29,298,96,1,42,11,76,32,18,2,1,1,3,50
s652_no,21,343,492,1,58,30,10,5077,1,748,19,685,2,4,4,355,1,825,1,1,69,1,1,1,1,154,1,1,1,612,3,532,1,206,1,94,432,42,26,32,206,121,1,1,186,145,458,120
s653_CD,1,115,2518,160,21,326,215,55503,24,30638,93,2044,1,7253,49,3531,52,1080,77,2,1106,1,1,1,1862,203,21,1,51,7,6,15,25,635,1,1107,1566,171,5,69,462,216,457,5,4,14,1652,87
s654_CD,1,2374,1492,3686,6,82,31,33963,1,1695,285,5099,1,220,907,169,26,299,321,53,311,1,1,3,2,360,1,1,4,5,3,470,1,2312,1,82,2124,42,8,8,65,13,19,2,70,34,1180,275
s655_CD,1,1464,912,214,2,11,5,17208,3,1823,51,1047,12,183,128,83,1,21,100,2,2,5,5,2,9,163,1,1,26,2,10,102,9,483,9,219,426,3,17,4,14,3,8,7,16,17,1207,201
s656_no,1,1326,575,3879,79,51,12,55550,15,2409,92,2365,1,234,519,1750,2,265,64,11,1,1,12,9,6,1936,1,6,1120,24,4,170,8,1516,19,119,1002,10,25,42,12,1,26,10,45,3,5281,848
s657_CD,1,574,419,684,1,10,59,14860,1,3690,1,1555,1,33,1,518,19,459,334,1,2,1,1,16,5,119,1,1,7,13,2,41,2,127,3,263,339,1,9,2,201,1,16,21,1,6,109,532
s658_no,1,746,384,1665,1,1,1,25967,4,1523,1088,2997,1,20,454,71,2,36,3,14,241,1,5,1,1,93,1,1,31,1,2,359,74,129,7,69,687,4,12,19,4,1,10,1,20,12,351,79
s659_no,32,140,262,3565,1423,25,92,13996,1,5822,168,1696,14,130,290,187,2,79,79,58,5,1,2,3,8,30,1,1,7,186,2,287,160,5107,1,489,569,1,54,20,7,1,415,176,1,3,25,98
s660_no,1,1803,316,1403,21,5,46,26738,1,3767,18,2314,1,339,845,42,8,265,6,1,2,7,1,7,1,240,1,1,315,11,3,895,357,1546,1,92,1088,8,33,3,37,10,28,1,20,24,9,139
s661_CD,1,425,904,2143,2,16,19,33283,9,4512,81,1533,15,350,98,7899,3,69,1320,1,10,6,4,4,1,585,3,1,2,1,3,581,3,370,7,273,437,1,63,82,85,24,72,6,14,2,2335,313
s662_no,1,2401,1297,1556,2,95,13,28072,5,10578,935,6402,1,66,412,62,1,209,5,22,201,1,2,16,3,61,1,3,12,10,2,1850,714,2412,12,841,2018,4,122,18,123,11,80,1,30,41,84,223
s663_CD,1,128,529,127,45,5,4,19690,1,1759,73,1193,1,977,70,15,1,47,5,2,22,1,2,1,1,10,1,1,8,16,2,194,52,139,4,1234,324,3,27,17,5,1,19,2,8,2,14,14
s664_CD,1,16029,1398,5557,8,17,47,19638,50,13945,1425,3222,2,162,969,11,1,718,5,1,952,4,13,17,2,713,1,1,1,6,2,636,884,670,2,1323,2451,4,80,1,6,1,419,3,270,219,80,1
s665_no,4,723,873,44,20,29,424,21787,1,321,114,2501,2,337,133,13,1,106,16,1,1,28,6,16,1,33,1,2,12,3,2295,82,178,976,33,625,824,10,126,11,274,1,259,89,163,111,33,296
s666_no,1,6,96,2,40,257,12,23121,1,3833,352,2072,3,178,265,24,1,136,1,82,547,6,1,5,1,286,9,1,2,2,21,787,361,1012,3,157,1373,45,63,9,11,1,17,1,49,1,3481,1
s667_no,49,799,308,6,297,24,35,19568,1,1979,339,1229,1,1279,50,10,1,73,2,1,1,1,6,1,1,4,1,1,1,487,2,349,26,923,11,16,157,9,70,14,9,1,141,13,21,1,14,52
s668_no,1,1694,730,4192,8,521,29,19128,1,2054,371,4238,5,405,814,6,1,148,988,62,933,1,1,1,1,826,1,1,1420,1,2,227,12,3093,1,89,1872,27,16,272,8,4,1,14,5,27,2655,2
s669_no,1,101,1389,319,1,10,6,8652,1,2618,38,522,1,10,31,15729,1,83,173,1,24,1,1,17,1,10,1,1,2,1,1,19,7,103,1,180,450,1,10,1,264,6,511,29,6,1,1,147
s670_no,59,6226,3227,3338,381,2071,58,30665,1,4653,825,4655,11,473,1890,90,1,350,4,102,1,1,23,15,3965,207,2,7,200,308,39,4597,107,2372,1,53,1854,3,67,1,69,1,635,616,56,130,2546,1139
s671_no,1,301,634,212,5,46,27,13062,13,10133,204,3031,1,632,222,578,1,231,258,1,1,1,3,4,1,84,2,5,7,4,3,6189,24,978,5,427,644,1,88,11,6,1,143,44,17,18,199,21
s672_no,5,1683,600,916,12,41,25,11333,1,2877,104,1424,7,3048,157,433,1,62,1,1,1,1,3,1,1209,495,1,3,270,2,1188,1531,5,1347,13,7,1346,1,121,217,24,1,1,4,30,1,486,293
s673_no,1,312,1727,3918,51,300,69,11782,15,8616,595,4691,1,95,448,599,1,525,501,1,1,1,6,1,120,194,38,3,45,3,1,467,67,1960,7,767,729,1,84,1,22,1,298,67,45,18,289,141
s674_no,47,1266,1448,1304,58,651,50,19746,11,2525,229,1782,1,205,489,353,1,183,197,64,293,1,1,4,3,306,1,2,195,60,4,2137,146,3820,1,301,920,45,27,1,14,4,53,6,36,103,2267,605
s675_no,1,18,444,2,74,4,9,25117,6,294,16,3392,1,28,194,5782,2,208,3,1,1,1,1,1,1,7,1,1,1,13,1,4,1,110,1,206,8,1,8,1,1,1,1,1,1,8,7,2
s676_no,4,1073,560,492,82,434,5,13407,2,1209,290,2372,2,21,432,23,1,120,594,17,1,1,1,1,2,316,1,6,37,997,2,2753,48,901,4,338,2645,10,23,1,1,1,38,1,4,278,1348,175
s677_no,1,229,164,1097,38,56,11,3168,1,730,3,541,1,169,26,21,1,33,1,1,1,1,1,1,6,203,1,2,11,5,1,29,9,67,1,9,124,1,28,1,9,1,1,7,6,1,1,1
s678_no,1,560,460,24,115,11,11,17248,8,8759,98,2026,1,116,519,642,3,171,14,29,216,1,4,1,1,11,1,1,1,30,1,424,9,1775,1,1369,1087,1,29,1,52,1,33,1,37,16,1,3
s679_no,1,876,287,1155,6,2,8,20224,1,1011,83,1225,1,95,193,908,1,73,3,1,29,1,1,1,1,66,1,1,36,1,1,2687,1,227,4,164,509,5,9,3,17,1,19,1,33,44,939,316
s680_no,1,984,1401,111,57,3,54,17100,1,917,39,1764,1,175,348,1737,1,12,253,1,1,1,1,1,32,137,1,1,12,7,6,70,6,33,1,121,128,9,33,1,5,24,86,3,3,417,324,43
s681_no,1,4476,1055,1323,191,841,5,18242,14,3114,150,3192,1,86,599,3275,5,94,15,104,751,4,1,5,1,829,17,11,1,26,3,4371,62,2125,1,177,1896,358,78,1,4,1,133,47,21,56,2720,720
s682_no,25,3231,255,4,50,1,2,22122,1,1976,89,856,1,21,500,268,1,231,1,1,1,1,1,1,1,32,6,1,1,11,13394,148,1,1838,1,154,889,1,10,1,1,1,14,8,1,8,1,1
s683_no,1,4,491,18,80,36,11,10959,13,13842,196,2079,1,51,320,76,1,208,294,1,1,3,1,1,1,28,1,1,1,13,1,848,1,631,1,536,418,5,21,7,54,1,301,95,36,44,25,167
s684_no,20,3,960,1979,1984,11,184,1225,1,2865,170,794,158,3694,142,3498,2,358,1,1,1,6,3,6,1,33,1,1,1,2844,16,230,4,980,3,1856,340,2,37,52,19,1,82,21,1,3,1,1
s685_no,1,931,768,2133,55,42,1,13464,1,3712,236,1080,1,364,821,940,1,178,56,113,133,6,11,26,150,27,1,6,27,5,1,308,5,893,35,295,331,7,98,1,94,1,48,10,13,4,5,62
s686_no,16,1934,183,1569,44,82,3,11993,1,1995,47,611,1,1,257,218,1,134,13,40,16,1,1,1,1,331,11,1,315,11,181,90,12,996,1,22,369,1,16,1,40,1,22,27,19,8,784,154
s687_CD,1,922,409,1972,1,9,31,18395,26,4675,81,2193,1,283,294,15,1,124,1,1,662,2,3,2,1,904,1,1,715,1,3,62,3,927,1,3,1003,1,13,1,1,1,1,1,49,114,45,1
s688_no,10,3293,1007,2723,185,11,23,18278,25,3495,105,749,1,95,851,230,17,275,1939,263,1,2,6,3,3657,606,4,1,1,33,7,29,366,796,3,502,853,1,15,1,46,5,572,1,101,429,1,155
s689_no,1,1,106,391,1,4,2,3224,1,218,21,318,1,11,76,599,1,7,51,1,1,1,1,1,2,2,1,1,1,8,1,79,6,67,1,1102,106,1,3,2,7,1,38,9,3,5,11,1
s690_no,5,2371,100,3,12,12,2,13195,1,1653,45,462,1,36,221,257,2,81,1,1,1,1,2,1,1,58,2,1,1,17,9799,66,1,1227,3,158,744,1,12,1,1,1,4,1,1,3,2,1
s691_no,6,151,299,11840,21,13,28,15510,4,6020,341,2865,1,5,370,27044,1,22,8,1,160,1,2,12,2,321,1,1,82,1324,5962,18,3,1789,1,405,619,103,30,3,176,1,185,41,2,3,231,103
s692_no,1,6565,98,952,35,163,14,6169,1,2234,47,461,1,1,182,6,1,29,1,45,213,3,2,1,1,107,1,1,45,7,1,90,79,323,13,78,284,12,12,1,2,1,48,1,38,5,1198,139
s693_CD,1,6,236,2529,23,4,56,13578,8,12103,23,855,8,7197,133,3078,166,481,10,1,289,1,1,4,1,341,1,1,1,8,3,90,1,343,2,20,717,1,5,67,100,4,19,1,84,7,704,1
s694_no,1,80,229,33,6,3,5,6050,3,456,8,593,1,18,335,2,25,28,1,1,3,3,1,4,1,6,1,1,4,15,1,25,1,471,1,319,232,1,1,1,8,1,8,3,5,1,2,2
s695_no,1,1441,384,2873,1,4,5,13668,1,123,227,1848,1,1,125,958,1,59,1,1,11,1,1,1,1,28,1,1,1,1,4,2490,1,243,2,646,237,3,22,1,1,1,35,22,1,1,8,26
s696_no,1,154,154,7,7,3,5,8369,6,832,8,424,1,124,160,261,1,28,1,1,99,1,1,2,1,39,1,1,86,4,1,388,24,256,1,38,148,1,13,25,461,90,13,5,19,6,81,154
s697_no,4,320,89,872,22,500,1,11799,3,1877,232,972,1,13,126,8,1,170,1,1,177,5,3,1,1,278,1,1,174,6,1,383,2,841,2,77,947,1,4,1,2,1,18,4,6,2,872,1
s698_CD,1,238,242,97,1,2,31,3809,1,283,64,329,1,167,28,2,2,6,11,1,1,6,1,1,75,58,1,1,9,1,1,10,1,51,1,33,109,5,3,3,1,2,2,7,8,7,4,76
s699_no,1,123,182,1,19,4,12,4760,1,2105,26,487,1,127,124,618,1,55,3,1,16,1,1,1,1,37,1,1,6,3,4,9,1,63,3,102,140,1,9,9,12,1,1,1,3,4,11,90
s700_no,5,1161,126,6,111,41,2,6367,1,535,16,345,1,1,48,28,1,47,1116,10,1,1,1,1,1,88,1,6,19,135,13,128,4,349,1,59,560,11,5,1,1,1,14,6,10,1,362,98
s701_CD,1,372,300,958,1,61,1,3099,7,1189,36,1107,1,2,132,4,1,48,1,6,149,1,1,1,1,253,1,1,107,1,1,1,1,369,1,3,283,2,2,5,1,1,15,1,6,1,309,73
s702_CD,1,44,142,136,1,3,2,3322,1,360,15,163,1,26,25,596,1,37,65,1,37,5,1,11,1,117,1,1,22,1,15,1,1,50,3,9,58,1,9,1,1,1,1,1,3,1,156,1
s703_no,1,3,106,529,30,4,2,3701,1,392,15,251,1,4,56,18,1,39,1,1,36,1,1,1,1,22,1,1,1,5,1,77,5,175,1,38,26,1,3,1,2,1,47,1,9,9,40,41
s704_CD,1,285,1118,1540,8,12,11,10408,1,1082,64,1314,1,443,449,817,1,176,1,1,94,1,9,3,1,40,1,1,1,3,5,13,12,108,13,607,128,1,23,28,6,1,1,1,1,1,30,97
s705_CD,3,50,428,2835,3,16,32,11057,3,3131,45,3196,1,1235,701,988,1,92,2195,1,3,1,1,4,1,54,1,1,1,1,2,214,16,207,3,44,288,7,16,148,267,22,6,1,3,58,64,620
s706_CD,4,769,344,845,26,272,4,3635,8,759,61,901,1,77,178,55,1,17,154,1,1,8,1,1,1,170,1,6,145,2,1,477,38,950,1,2,402,1,2,2,4,1,9,1,13,1,1047,1
s707_CD,1,724,109,814,2,394,17,13689,9,3948,108,1577,1,15,882,6,1,61,85,4,1,1,1,1,1,212,1,8,135,2,1,1116,41,1875,1,18,760,6,3,1,1,1,187,8,10,4,1533,227
s708_CD,1,253,583,2769,29,317,2,15540,4,2725,185,2499,1,4,453,8,1,76,190,51,527,1,1,1,1,548,1,2,1,5,3,846,1,915,1,176,1153,11,3,3,1,1,6,31,26,13,982,1
s709_no,66,637,106,592,183,2715,5,5330,1,410,64,278,1,2,103,20,2,33,362,59,45,1,1,1,1,39,1,3,120,41,2,158,95,436,1,37,1061,27,14,1,2,1,68,8,6,13,1220,238
s710_no,2,1,593,2,37,189,3,14060,1,346,55,1462,1,2,293,109,1,74,1,26,1,1,4,1,1,398,1,1,1,5,1,560,20,392,2,63,826,3,3,1,2,1,32,1,44,36,1564,111
s711_CD,1,1117,732,135,73,26,9,12356,1,5,42,1821,1,25,107,62781,4,141,875,1,1,1,1,3,1,118,1,1,74,15,2,2,1,595,1,746,699,1,5,15,1,1,1,1,95,533,4,285
s712_no,1,51,107,2,6,1,3,3264,1,1100,1,661,1,3,78,1107,1,1,1,1,1,1,1,2,1,4,1,1,1,3,1,1,1,11,1,834,75,1,3,1,18,1,7,1,1,15,1,5
s713_CD,1,166,402,183,1,53,6,13242,9,4836,250,1549,1,73,176,5198,2,146,953,6,1,241,2,2,7,81,1,1,102,1,1,81,1,1185,9,66,668,1,16,9,16,1,1,8,29,47,1340,551
s714_no,1,70,206,11,1,5,2,3666,1,598,7,654,1,3,164,31,1,19,39,1,1,4,1,8,1,18,1,1,4,2,1,12,346,61,1,20,125,1,5,7,1,1,1,5,1,10,7,47
s715_CD,1,40,1128,1268,131,13,9,1709,1,766,29,730,3,118,40,906,54,133,115,1,1,1,6,1,2,29,1,1,8,27,2,3,13,96,25,598,108,105,61,6,11,1,70,1,1,6,4,46
s716_no,3,1375,1142,3370,92,246,8,11622,13,1620,121,2909,1,9,510,151,1,175,2721,1,1,5,1,3,2346,189,1,1,107,100,8582,1073,79,2103,3,617,1192,25,20,1,26,5,1,1,1,122,1,362
s717_CD,1,16,122,245,3,6,2,2546,1,358,10,653,1,19,26,268,1,68,6,1,4,1,1,2,1,44,1,1,16,1,1,16,27,161,7,5,280,3,1,52,410,1,27,1,1,2,2,43
s718_no,1,193,204,24,4,103,22,10820,1,4395,16,1331,1,96,438,40,3,25,1035,30,1,5,1,1,1,33,1,2,6,2,1,86,333,873,1,523,241,14,9,24,2,1,135,1,1,43,132,2
s719_no,1,532,36,315,8,93,3,2974,1,856,52,278,1,1,103,32,1,8,142,7,1,1,1,2,1,72,1,1,50,1,1,142,37,261,1,21,424,1,6,1,12,1,81,5,5,1,365,43
s720_no,38,1052,320,97,202,334,6,6209,1,3320,83,1381,1,111,392,403,1,90,399,11,54,1,2,1,1,103,1,25,80,54,6,193,103,1464,1,115,854,21,35,1,3,1,60,14,3,1,1504,287
s721_no,1,2,702,1,19,18,4,7084,4,1144,81,2371,1,1,172,2928,1,438,26,2,1,1,1,1,1,22,1,1,1,4,2,47,145,1015,1,81,1587,8,13,1,1,1,193,1,71,6,8,1
s722_no,3,2,2622,4,93,6,29,8063,1,1124,2,3086,1,365,59,13907,1,18,1,1,1,3,10,4,1,299,1,1,1,1117,1,3,1,1627,11,1372,123,1,75,2,2,3,1,1,1,25,1,2
s723_CD,18,1,41,8,15,475,4,12128,15,3824,609,864,1,19,401,3,1,111,25,2,206,1,7,2,1,123,1,32,1,6,1,43,189,289,2,93,2013,23,39,1,1,1,2,6,8,4,898,1
s724_CD,1,2,287,1,33,130,1,88,263,369,123,694,1,2,2349,1787,1,506,45,1,1,1,1,1,5650,226,1,151,1,28,1,75,6,1147,1,629,149,44,66,1,1,1,840,2,1,418,2,2
s725_CD,2,1024,161,555,3,265,1,4620,1,2461,115,529,1,6,419,4,3,167,1,46,78,2,1,1,1,88,1,6,6,1,3,505,96,207,1,17,1480,23,4,1,1,1,292,60,5,1,169,40
s726_CD,1,998,2746,9,3,817,1,5808,4,2586,271,3005,1,1,1808,660,1,288,1,4,819,1,1,1,1,65,3,121,341,2,8,460,15,1762,1,6,1374,5,188,2,1,1,3,2261,22,15,671,1
s727_CD,1,45,67,39,1,7,2,2189,2,2,1,425,1,1,206,1010,3,548,50,2,3,1,1,3,2,8,3,1,1,1,1,1,1,6,1,36,63,1,8,1,1,1,1,13,1,6,2,1
s728_CD,1,341,933,1,2,59,3,6006,5,3,48,895,1,1,133,53,1,10,43,1,70,15,3,12,1,38,1,2,135,1,1,52,11,177,1,30,518,5,27,1,1,1,1,23,25,81,365,1
s729_CD,4,209,176,130,1,128,3,961,3,498,43,1185,1,32,153,1,1,152,1,1,220,1,1,1,1,304,1,2,19,1,248,2,2,667,1,25,392,24,7,1,1,1,6,51,38,7,69,142
s730_CD,1,1,199,1,1,1,1,4274,1,2,1,254,1,1,125,1,1,18,431,1,1,1,1,1,17,12,1,1,1,1,1,165,1,4,1,44,34,1,2,1,1895,1,1,2,1,4,1,1
s731_CD,1,102,1536,1,1,160,12,894,4,300,71,388,1,49,46,3,1,16,1,1,84,1,2,2,1,111,1,1,1,1,1,377,13,399,1,572,516,13,13,1,4,1,28,1,32,33,33,56
s732_CD,1,291,4281,2,89,646,22,31293,27,923,164,1874,1,42,1685,2210,1,989,1061,1,2,1,5,3,1,401,1,1,1,8,1,86,2,488,4,1061,992,27,26,1,2,1,161,1011,1,34,2951,1
s733_CD,1,655,1563,1022,1,173,110,2328,1,1633,278,2229,1,45,528,3672,1,277,563,1,129,1,9,317,2291,167,1,9,17,2,736,130,58,326,4,255,860,5,25,247,990,1,2,183,13,19,12,377
s734_CD,1,2,1931,2,2,6,40,5496,2,9,45,354,1,21,227,2264,1,158,1,1,1,1,2,6,2,17,1,1,1,16,3,2,2,386,1,527,8,1,29,1,4,1,1,1,1,39,466,194
s735_CD,2,393,2491,142,491,17,2,2011,96,939,40,964,1,5,736,130,1,3,762,699,2,1,2,3,1,215,26,1,1,967,1,20,39,1969,1,81,265,1,14,1,3,1,1684,1,7,119,510,49
s736_CD,39,20,2889,10493,486,144,27,253,56,225,46,7885,1,214,1887,3534,1,1792,52,14,5,1,2,19,1,3234,437,3,1,126,1,176,14,4900,25,2299,1080,26,79,13,1,1,5602,37,1,7992,171,1
s737_CD,648,243,236,15,639,244,9,444,390,12031,1100,2765,1,13,5761,5,1,308,2240,1,2,7,16,28,1,216,1,1,3,149,2,3610,141,1247,15,2101,2078,969,2979,1,1,2,7407,1,21,49,41,1
s738_CD,15,1625,91,157,486,1240,1,3319,61,985,588,1689,1,2,481,2,1,92,2213,1,1,1,5,2,1,262,1,98,26,468,1,47,82,1375,2,101,1615,23,102,1,1,1,4,1,19,17,487,1
s739_CD,43,198,27,67,43,58,1,4869,15,1146,72,534,1,1,391,4,1,59,2,1,37,1,2,3,1,72,1,13,15,3,1,7,78,108,1,290,337,1,131,1,1,1,1,43,3,3,876,1
s740_CD,1,163,179,726,12,5,1,2343,1,2848,75,662,1,26,235,9,1,40,1257,14,1,1,1,2,1,26,2,1,14,13,7199,1,94,200,2,522,539,24,5,2,16,1,47,29,3,1,29,100
s741_CD,5,1,163,796,1,3,5,5368,1,605,66,567,1,13,129,30,7,99,82,1,1,1,3,1,1,88,1,1,1,2,2,12,1,707,1,16,166,2,17,2,1,1,32,1,1,6,1,1
s742_CD,2,837,779,76,51,828,4,10057,6,11097,209,1824,1,2414,588,86,1,162,1,51,1,2,1,2,1,557,6,12,546,52,20,404,165,901,1,1446,2107,43,11,67,2,3,593,110,31,35,695,2
s743_CD,1,1,576,58,5,5,36,5342,1,5665,160,1698,7,1043,103,141,1,77,319,2,1,1,1,3,1,29,3,4,78,9,583,15,33,798,2,190,456,7,18,84,51,9,9,31,3,4,47,163
