day_of_life,g__Actinomyces_0,g__Bifidobacterium_1,g__Eggerthella_2,g__Bacteroides_3,g__Parabacteroides_4,f__Rikenellaceae_5,g__Staphylococcus_6,g__Enterococcus_7,g__Lactobacillus_8,g__Streptococcus_9,o__Clostridiales_10,o__Clostridiales_11,f__Clostridiaceae_12,f__Clostridiaceae_13,g__Clostridium_14,f__Lachnospiraceae_15,f__Lachnospiraceae_16,g__Blautia_17,g__Coprococcus_18,g__Dorea_19,g__Lachnospira_20,g__Roseburia_21,g__[Ruminococcus]_22,f__Peptostreptococcaceae_23,f__Ruminococcaceae_24,f__Ruminococcaceae_25,g__Faecalibacterium_26,g__Oscillospira_27,g__Ruminococcus_28,g__Veillonella_29,f__Erysipelotrichaceae_30,g__[Eubacterium]_31,f__Enterobacteriaceae_32,f__Enterobacteriaceae_33,g__Haemophilus_34,g__Pseudomonas_35,g__Akkermansia_36
739,0,912,3,8918,183,406,0,0,0,20,80,0,0,97,0,52,1927,330,1041,79,99,1111,42,265,92,192,1273,78,226,42,257,5,450,155,8,0,1089
739,0,1154,0,9606,199,397,0,0,0,0,22,0,12,21,0,60,809,126,510,146,293,1903,61,133,210,101,3478,63,115,68,443,10,341,177,30,0,155
739,0,64,6,508,82,20,0,0,0,613,157,489,108,247,0,47,2376,281,83,0,1199,2212,158,289,32,885,4804,71,113,0,210,14,37,895,19,4,299
790,0,498,0,4759,75,234,0,0,0,46,72,172,0,55,0,332,522,262,790,75,460,6159,27,110,391,510,1802,226,364,8,114,0,36,0,24,3,169
791,0,148,0,2292,0,136,0,0,0,282,356,264,0,548,0,139,1654,197,554,61,485,826,61,88,111,628,1799,109,500,0,207,0,0,0,49,0,77
791,5,3881,44,7942,0,841,0,0,0,64,240,63,8,0,0,549,1387,734,311,908,582,181,599,72,61,260,1200,405,864,285,1429,85,0,174,82,11,0
792,0,2221,0,6016,0,49,0,7,0,454,61,4,0,19,0,44,707,554,1547,11,604,3093,235,113,9,67,5167,10,252,142,619,3,9,0,212,0,4
792,0,699,5,10546,0,0,0,0,0,30,146,0,0,40,30,0,1405,77,110,431,0,0,3659,134,0,0,0,191,107,481,550,88,23,60,146,0,0
792,0,206,0,2833,62,274,0,0,0,392,61,29,8,231,0,62,1459,297,459,0,3330,2876,1015,200,0,1446,2800,37,246,6,329,72,0,44,295,26,0
793,0,46,0,8312,4,1993,0,0,0,26,130,125,0,0,14,352,902,440,390,148,548,1009,98,22,10,82,7641,262,1068,0,116,122,6,9,0,0,1941
793,0,41,0,5638,0,2513,0,0,0,71,92,98,0,0,9,329,384,443,349,56,453,466,92,80,9,78,4271,143,419,0,82,154,5,5,0,0,1606
793,0,1093,0,4761,1957,1248,0,0,0,11,232,103,0,76,0,83,150,99,212,126,12,74,493,93,26,871,89,2036,461,0,67,27,9,636,0,0,6211
793,0,2533,0,6332,1518,4343,0,0,0,23,42,140,0,51,0,98,420,297,228,70,94,524,301,83,65,717,349,885,995,0,292,17,8,18,2,0,698
794,13,603,0,6329,0,1606,0,0,0,206,71,397,0,12,0,85,1295,111,57,59,948,556,232,100,2,546,2169,294,671,97,519,0,0,16,0,43,7
795,0,2677,0,6307,1467,407,3,0,0,29,77,672,0,34,0,35,1113,346,454,71,425,2778,294,17,127,507,3774,101,484,9,208,0,15,15,5,0,0
795,0,1141,4,1312,0,60,0,0,0,893,13,139,0,0,0,34,1084,255,679,24,1867,358,341,39,0,554,4599,128,446,5,46,0,0,13,133,0,14
796,0,27,0,1440,0,1338,0,0,0,25,57,306,0,0,0,151,1235,194,116,26,886,1602,23,170,646,222,2752,89,470,0,291,71,19,66,46,112,41
797,0,343,0,5695,44,210,0,0,0,91,104,0,0,37,0,86,805,310,103,20,679,1852,108,81,87,1039,3354,107,1883,10,420,0,0,34,41,0,0
798,0,415,0,10,0,272,0,0,0,90,237,48,0,5,0,127,1117,927,336,41,1202,0,248,13,108,166,4337,95,337,22,170,4,0,11,921,0,0
799,0,1078,0,6184,899,547,0,0,0,240,83,425,0,48,0,145,268,287,109,0,238,1433,55,35,1066,1776,3975,141,593,0,76,266,17,4,16,0,90
800,0,52,0,4562,0,0,0,0,0,0,25,0,0,60,0,27,2410,185,115,0,1233,1454,231,65,0,72,2163,11,31,28,86,0,0,574,335,0,7
800,0,245,0,4523,0,0,0,0,0,0,24,11,0,423,0,141,3787,156,211,0,2355,2595,985,416,0,120,5493,14,82,17,106,0,7,1666,366,0,22
852,0,182,0,2470,0,1449,0,0,0,71,416,448,0,65,0,463,1481,657,240,105,603,181,820,59,2173,2071,2681,369,1339,0,165,45,0,10,0,34,0
853,0,109,0,3554,182,332,0,20,0,34,111,72,0,0,0,231,426,267,649,21,337,3779,28,147,293,262,1096,326,1427,0,13,0,55,0,0,43,136
853,0,732,0,5915,1500,2245,0,0,0,21,79,106,0,110,0,178,300,1316,0,306,23,0,188,209,31,413,317,586,1252,0,402,0,0,234,0,20,682
854,0,95,0,2389,0,33,0,0,0,30,0,0,0,46,0,0,249,161,124,0,572,446,121,0,0,425,245,0,100,0,41,0,0,0,0,0,0
854,0,965,0,2991,0,351,0,0,0,809,96,76,0,0,0,97,1637,390,479,0,1205,1446,164,69,47,482,5434,69,1468,0,50,0,0,0,262,0,41
855,0,222,0,7643,2,627,0,0,0,267,27,37,0,0,0,37,657,172,206,0,1139,2789,40,10,68,12,7246,74,345,183,105,0,0,0,97,0,23
855,0,98,0,6008,0,2213,0,0,6,120,104,455,0,0,0,245,601,170,181,132,968,2536,242,189,21,204,5553,231,2816,2,119,125,0,0,5,0,33
855,0,194,0,11030,0,1629,0,0,0,192,12,12,0,45,8,12,150,283,358,0,217,717,34,21,36,18,1362,21,367,79,98,6,29,0,106,0,20
856,3,439,6,7798,0,1403,0,0,0,319,568,220,0,789,0,101,2530,1759,1484,84,3088,0,311,82,721,285,2924,212,1496,0,727,27,0,10,409,0,0
856,0,393,10,3545,0,443,0,0,0,305,2439,489,0,438,5,292,4069,1094,828,31,13001,0,549,45,1341,475,11591,492,667,23,772,71,0,11,439,0,0
856,0,214,0,4805,0,763,0,0,0,54,175,579,0,58,0,197,2183,228,138,85,1007,844,165,151,606,1388,2115,159,176,10,491,0,0,0,19,0,494
856,0,4208,18,5633,0,45,9,0,0,101,119,108,35,0,0,573,549,854,938,1044,626,0,1781,282,206,1010,716,512,48,342,341,87,13,178,182,64,0
864,0,190,0,2849,0,0,0,0,0,23,29,770,0,319,0,53,1644,320,857,0,1033,5253,130,480,0,523,4592,33,177,25,388,0,0,5,467,0,43
